AÑO;TRIMESTRE;ID Nacionalidad;;RESIDENCIA;;Motivo Principal (*);;Frontera (*);;Total Noches;Dias Turista;GPDI;GTI;DIVISAS;FACTOR EXPANSION
2018;1;9988;Brasil;4;Brasil;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Brasil;4;Brasil;7;Otro;1;Aeropuertos;4,525720006;4306,586054;47,98158753;217,1512306;206636,8357;951,5803117
2018;1;9988;Brasil;4;Brasil;7;Otro;2;Frontera;4,410601504;4707,520713;33,41436275;147,3774386;157298,8048;1067,319437
2018;1;9988;EE.UU.;5;EE.UU.;1;Vacaciones;1;Aeropuertos;11,78401202;477325,2778;141,1279492;1663,05345;67363937,56;40506,1771
2018;1;9988;EE.UU.;5;EE.UU.;1;Vacaciones;2;Frontera;14,77351412;161211,2217;47,22247703;697,6419314;7612793,215;10912,1784
2018;1;9988;EE.UU.;5;EE.UU.;2;Negocios/Profesionales;1;Aeropuertos;9,622401107;85036,4615;129,9300609;1250,239162;11048792,62;8837,343252
2018;1;9988;EE.UU.;5;EE.UU.;2;Negocios/Profesionales;2;Frontera;11,97560161;1476,609092;42,62610751;510,4732819;62942,0979;123,301454
2018;1;9988;EE.UU.;5;EE.UU.;3;Congresos/Seminarios;1;Aeropuertos;4,425031763;2587,379007;221,6329153;980,7326898;573448,3522;584,7142225
2018;1;9988;EE.UU.;5;EE.UU.;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;EE.UU.;5;EE.UU.;4;Visita Familiares/Amigos;1;Aeropuertos;18,38470377;305375,4381;56,17934794;1032,84067;17155792,99;16610,29962
2018;1;9988;EE.UU.;5;EE.UU.;4;Visita Familiares/Amigos;2;Frontera;22,0437368;16308,14825;20,44851938;450,7617791;333477,4854;739,8086991
2018;1;9988;EE.UU.;5;EE.UU.;5;Salud;1;Aeropuertos;7,333333333;841,3051585;75,17079242;551,2524777;63241,57543;114,7234307
2018;1;9988;EE.UU.;5;EE.UU.;5;Salud;2;Frontera;0;0;0;0;0;0
2018;1;9988;EE.UU.;5;EE.UU.;6;Estudios;1;Aeropuertos;27,31389928;14223,29969;108,4472095;2962,116156;1542477,161;520,7348664
2018;1;9988;EE.UU.;5;EE.UU.;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;EE.UU.;5;EE.UU.;7;Otro;1;Aeropuertos;10,75630263;22308,76068;112,3954718;1208,959709;2507403,682;2074,017573
2018;1;9988;EE.UU.;5;EE.UU.;7;Otro;2;Frontera;11,19503576;8282,184842;46,95304671;525,641037;388873,8118;739,8086991
2018;1;9988;México;6;México;1;Vacaciones;1;Aeropuertos;11,03757465;45072,91762;118,3909924;1306,749417;5336227,449;4083,588927
2018;1;9988;México;6;México;1;Vacaciones;2;Frontera;14,00702135;19362,86865;39,39993971;551,8757967;762895,8574;1382,368754
2018;1;9988;México;6;México;2;Negocios/Profesionales;1;Aeropuertos;9,635825825;33291,2386;149,5893477;1441,4169;4980014,667;3454,943998
2018;1;9988;México;6;México;2;Negocios/Profesionales;2;Frontera;13,23636659;206,7518651;45,04951555;596,2919026;9314,071363;15,61998632
2018;1;9988;México;6;México;3;Congresos/Seminarios;1;Aeropuertos;6,944444444;3404,929577;125,2730084;869,9514469;426545,7714;490,3098592
2018;1;9988;México;6;México;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;México;6;México;4;Visita Familiares/Amigos;1;Aeropuertos;27,99187196;38394,38823;22,29144741;623,9793418;855866,486;1371,626316
2018;1;9988;México;6;México;4;Visita Familiares/Amigos;2;Frontera;28,59601526;2680,016112;8,910994416;254,8189322;23881,60861;93,71991477
2018;1;9988;México;6;México;6;Estudios;1;Aeropuertos;34,78343772;12699,9334;29,9296118;1041,054788;380104,0766;365,114383
2018;1;9988;México;6;México;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;México;6;México;7;Otro;1;Aeropuertos;5,926058405;2176,376039;66,58364796;394,5785866;144911,056;367,2552463
2018;1;9988;México;6;México;7;Otro;2;Frontera;3,042129283;285,1080971;72,4593874;220,4308242;20658,75806;93,71991477
2018;1;9988;Canadá;7;Canadá;1;Vacaciones;1;Aeropuertos;14,28559854;139052,1087;116,8780935;1669,673521;16252145,36;9733,726473
2018;1;9988;Canadá;7;Canadá;1;Vacaciones;2;Frontera;18,47742524;52054,78038;35,62015964;658,1688369;1854199,587;2817,209632
2018;1;9988;Canadá;7;Canadá;2;Negocios/Profesionales;1;Aeropuertos;9,668111424;11619,09186;142,2448981;1375,239525;1652756,539;1201,795403
2018;1;9988;Canadá;7;Canadá;2;Negocios/Profesionales;2;Frontera;10,73041965;341,5801399;47,18325007;506,2960738;16116,86116;31,83287802
2018;1;9988;Canadá;7;Canadá;3;Congresos/Seminarios;1;Aeropuertos;63;2896,714286;75,91073653;4782,376401;219891,7149;45,97959184
2018;1;9988;Canadá;7;Canadá;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Canadá;7;Canadá;4;Visita Familiares/Amigos;1;Aeropuertos;35,18366888;167146,6371;33,64047479;1183,595326;5622892,233;4750,688101
2018;1;9988;Canadá;7;Canadá;4;Visita Familiares/Amigos;2;Frontera;37,23566242;7111,909559;11,211499;417,4675921;79735,16694;190,9972617
2018;1;9988;Canadá;7;Canadá;5;Salud;2;Frontera;0;0;0;0;0;0
2018;1;9988;Canadá;7;Canadá;6;Estudios;1;Aeropuertos;9,137828719;950,5403482;234,9710583;2147,125285;223349,4716;104,0225613
2018;1;9988;Canadá;7;Canadá;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Canadá;7;Canadá;7;Otro;1;Aeropuertos;5,595378596;3513,350663;200,7538626;1123,293866;705318,7165;627,9022237
2018;1;9988;Canadá;7;Canadá;7;Otro;2;Frontera;5,374428399;1026,501107;58,32614388;313,4696841;59871,85128;190,9972617
2018;1;9988;Colombia;8;Colombia;1;Vacaciones;1;Aeropuertos;34,79166667;259861,9331;38,7090997;1346,754094;10059021,48;7469,085502
2018;1;9988;Colombia;8;Colombia;1;Vacaciones;2;Frontera;26,10235017;237976,4064;20,7339955;541,2060109;4934201,739;9117,049034
2018;1;9988;Colombia;8;Colombia;2;Negocios/Profesionales;1;Aeropuertos;9,411340668;32442,37077;109,2060014;1027,774882;3542901,587;3447,157202
2018;1;9988;Colombia;8;Colombia;2;Negocios/Profesionales;2;Frontera;7,174967514;3199,623786;57,36648606;411,6026738;183551,1733;445,9426164
2018;1;9988;Colombia;8;Colombia;3;Congresos/Seminarios;1;Aeropuertos;7;544,6208178;82,83116624;579,8181637;45111,5775;77,80297398
2018;1;9988;Colombia;8;Colombia;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Colombia;8;Colombia;4;Visita Familiares/Amigos;1;Aeropuertos;51,40373853;393704,543;14,74624375;758,0120583;5805663,158;7659,064384
2018;1;9988;Colombia;8;Colombia;4;Visita Familiares/Amigos;2;Frontera;35,95446266;80168,13576;8,970147447;322,5168314;719119,9983;2229,713082
2018;1;9988;Colombia;8;Colombia;5;Salud;1;Aeropuertos;8;245,2244898;197,0332592;1576,266074;48317,38047;30,65306122
2018;1;9988;Colombia;8;Colombia;6;Estudios;1;Aeropuertos;58,66666667;27386,64684;33,32479787;1955,054808;912654,4703;466,8178439
2018;1;9988;Colombia;8;Colombia;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Colombia;8;Colombia;7;Otro;1;Aeropuertos;3,214166464;1256,716846;62,20836455;199,9480391;78178,29972;390,9930803
2018;1;9988;Colombia;8;Colombia;7;Otro;2;Frontera;0,944552685;936,036213;40,5020063;38,25627881;37911,34459;990,9835921
2018;1;9988;uruguay;9;uruguay;1;Vacaciones;1;Aeropuertos;8,780382121;53725,12937;84,04127234;737,914485;4515128,229;6118,768937
2018;1;9988;uruguay;9;uruguay;1;Vacaciones;2;Frontera;6,366530438;24139,41579;44,15691139;281,1263204;1065922,044;3791,612405
2018;1;9988;uruguay;9;uruguay;2;Negocios/Profesionales;1;Aeropuertos;4,973742115;8447,610866;161,5699279;803,6071548;1364879,878;1698,44167
2018;1;9988;uruguay;9;uruguay;2;Negocios/Profesionales;2;Frontera;3,778210741;700,7043295;79,57735619;300,6600219;55760,19801;185,4593027
2018;1;9988;uruguay;9;uruguay;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;uruguay;9;uruguay;4;Visita Familiares/Amigos;1;Aeropuertos;12,44710434;43282,0459;35,2438759;438,6842005;1525427,054;3477,278307
2018;1;9988;uruguay;9;uruguay;4;Visita Familiares/Amigos;2;Frontera;9,756799897;9047,446528;20,86176358;203,5440528;188745,6905;927,2965135
2018;1;9988;uruguay;9;uruguay;5;Salud;1;Aeropuertos;60;2471,06383;71,44422278;4286,653367;176543,2348;41,18439716
2018;1;9988;uruguay;9;uruguay;5;Salud;2;Frontera;0;0;0;0;0;0
2018;1;9988;uruguay;9;uruguay;6;Estudios;1;Aeropuertos;13,21709423;3577,951773;8,719039348;115,2403647;31196,30229;270,706383
2018;1;9988;uruguay;9;uruguay;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;uruguay;9;uruguay;7;Otro;1;Aeropuertos;35,33333333;4365,546099;5,076208062;179,3593515;22160,4203;123,5531915
2018;1;9988;uruguay;9;uruguay;7;Otro;2;Frontera;25,03064616;10315,92485;2,611470654;65,36679789;26939,73502;412,1317838
2018;1;9988;Resto América;9;Resto América;1;Vacaciones;1;Aeropuertos;18,36408653;424847,3468;60,52728806;1111,528355;25714857,74;23134,68444
2018;1;9988;Resto América;9;Resto América;1;Vacaciones;2;Frontera;16,85919172;584353,7429;31,41955487;529,7082995;18360134,49;34660,83976
2018;1;9988;Resto América;9;Resto América;2;Negocios/Profesionales;1;Aeropuertos;13,20472347;171463,8617;86,549883;1142,867271;14840177,17;12985,03994
2018;1;9988;Resto América;9;Resto América;2;Negocios/Profesionales;2;Frontera;13,75120395;23313,33966;33,13384332;455,6302373;772460,5435;1695,367165
2018;1;9988;Resto América;9;Resto América;3;Congresos/Seminarios;1;Aeropuertos;8,724468763;16614,69941;125,9652401;1098,979802;2092874,601;1904,379494
2018;1;9988;Resto América;9;Resto América;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Resto América;9;Resto América;4;Visita Familiares/Amigos;1;Aeropuertos;51,68036109;1391342,821;18,30086074;945,7950913;25462771,21;26922,08011
2018;1;9988;Resto América;9;Resto América;4;Visita Familiares/Amigos;2;Frontera;38,24961763;324235,729;10,49870108;401,5713019;3404053,998;8476,835824
2018;1;9988;Resto América;9;Resto América;5;Salud;1;Aeropuertos;3;50,96341463;333,8375294;1001,512588;17013,50043;16,98780488
2018;1;9988;Resto América;9;Resto América;5;Salud;2;Frontera;0;0;0;0;0;0
2018;1;9988;Resto América;9;Resto América;6;Estudios;1;Aeropuertos;43,80072164;78361,43189;19,22256407;841,9621779;1506307,645;1789,044312
2018;1;9988;Resto América;9;Resto América;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Resto América;9;Resto América;7;Otro;1;Aeropuertos;19,0152122;31513,15453;35,7180167;679,185667;1125587,38;1657,260208
2018;1;9988;Resto América;9;Resto América;7;Otro;2;Frontera;26,38996689;99423,74075;18,88298092;498,3212413;1877416,6;3767,482588
2018;1;9988;Alemania;10;Alemania;1;Vacaciones;1;Aeropuertos;21,33501069;259269,4711;73,03707702;1558,246819;18936284,33;12152,30097
2018;1;9988;Alemania;10;Alemania;1;Vacaciones;2;Frontera;21,17955634;254418,555;39,00652923;826,1409835;9923984,802;12012,45913
2018;1;9988;Alemania;10;Alemania;2;Negocios/Profesionales;1;Aeropuertos;18,36455232;24799,66849;81,62564029;1499,018342;2024288,819;1350,40964
2018;1;9988;Alemania;10;Alemania;2;Negocios/Profesionales;2;Frontera;19,25822467;2076,64846;37,84497515;728,8270341;78590,70935;107,8317703
2018;1;9988;Alemania;10;Alemania;3;Congresos/Seminarios;1;Aeropuertos;4,354445709;592,718331;197,179164;858,6059648;116871,705;136,1179747
2018;1;9988;Alemania;10;Alemania;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Alemania;10;Alemania;4;Visita Familiares/Amigos;1;Aeropuertos;29,30445551;177226,8309;40,40330478;1183,996847;7160549,664;6047,777644
2018;1;9988;Alemania;10;Alemania;4;Visita Familiares/Amigos;2;Frontera;24,88605632;16101,04506;26,00243545;647,0980733;418666,3849;646,990622
2018;1;9988;Alemania;10;Alemania;5;Salud;1;Aeropuertos;5;184,3644068;159,2082108;796,041054;29352,32734;36,87288136
2018;1;9988;Alemania;10;Alemania;5;Salud;2;Frontera;0;0;0;0;0;0
2018;1;9988;Alemania;10;Alemania;6;Estudios;1;Aeropuertos;109,0520956;39415,74529;20,97180866;2287,019684;826619,4685;361,4395951
2018;1;9988;Alemania;10;Alemania;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Alemania;10;Alemania;7;Otro;1;Aeropuertos;49,69631038;18363,15671;25,85844452;1285,069285;474842,669;369,5074456
2018;1;9988;Alemania;10;Alemania;7;Otro;2;Frontera;0;0;0;0;0;0
2018;1;9988;España;11;España;1;Vacaciones;1;Aeropuertos;24,03284058;156827,453;74,76132836;1796,727086;11724628,71;6525,547926
2018;1;9988;España;11;España;1;Vacaciones;2;Frontera;20,20505482;101628,4514;49,3342438;996,8011006;5013762,797;5029,85279
2018;1;9988;España;11;España;2;Negocios/Profesionales;1;Aeropuertos;14,78883668;56258,82758;128,2548464;1896,739977;7215467,292;3804,141516
2018;1;9988;España;11;España;2;Negocios/Profesionales;2;Frontera;12,23943401;552,6261374;77,92128774;953,7124589;43061,34026;45,15128209
2018;1;9988;España;11;España;3;Congresos/Seminarios;1;Aeropuertos;8;571,8323353;61,34717618;490,7774094;35080,29902;71,47904192
2018;1;9988;España;11;España;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;España;11;España;4;Visita Familiares/Amigos;1;Aeropuertos;33,02165086;270908,7128;39,17715961;1293,694486;10613433,88;8203,972418
2018;1;9988;España;11;España;4;Visita Familiares/Amigos;2;Frontera;27,57748324;7470,95235;23,18541086;639,3952795;173217,0998;270,9076925
2018;1;9988;España;11;España;5;Salud;1;Aeropuertos;9;214,4371257;22,33426579;201,0083921;4789,295761;23,82634731
2018;1;9988;España;11;España;5;Salud;2;Frontera;0;0;0;0;0;0
2018;1;9988;España;11;España;6;Estudios;1;Aeropuertos;147,9090909;38765,46707;21,82246237;3227,74057;845957,9462;262,0898204
2018;1;9988;España;11;España;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;España;11;España;7;Otro;1;Aeropuertos;11,65524945;5264,617086;55,18985733;643,2515545;290553,4659;451,69493
2018;1;9988;España;11;España;7;Otro;2;Frontera;0;0;0;0;0;0
2018;1;9988;Francia;12;Francia;1;Vacaciones;1;Aeropuertos;25,23860781;275436,9301;69,99427835;1766,55814;19279009,15;10913,3171
2018;1;9988;Francia;12;Francia;1;Vacaciones;2;Frontera;23,05233889;263602,3041;41,34135905;953,015019;10897677,5;11434,94833
2018;1;9988;Francia;12;Francia;2;Negocios/Profesionales;1;Aeropuertos;15,10405657;16092,23078;83,68070773;1263,918143;1346609,26;1065,424424
2018;1;9988;Francia;12;Francia;2;Negocios/Profesionales;2;Frontera;10,80146664;1108,745187;58,05607256;627,0907311;64369,39101;102,6476518
2018;1;9988;Francia;12;Francia;4;Visita Familiares/Amigos;1;Aeropuertos;32,345899;187781,8912;39,27033171;1270,234183;7374257,156;5805,431198
2018;1;9988;Francia;12;Francia;4;Visita Familiares/Amigos;2;Frontera;26,58348553;16372,3942;24,48580657;650,9180848;400891,2775;615,8859107
2018;1;9988;Francia;12;Francia;6;Estudios;1;Aeropuertos;77,5;3687,356734;57,68740332;4470,773757;212714,0351;47,57879656
2018;1;9988;Francia;12;Francia;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Francia;12;Francia;7;Otro;1;Aeropuertos;8,428571429;1403,574499;70,7996877;596,7402249;99372,63616;166,525788
2018;1;9988;Francia;12;Francia;7;Otro;2;Frontera;0;0;0;0;0;0
2018;1;9988;Inglaterra;13;Inglaterra;1;Vacaciones;1;Aeropuertos;13,93734727;171073,2299;146,2804826;2038,761885;25024674,63;12274,44697
2018;1;9988;Inglaterra;13;Inglaterra;1;Vacaciones;2;Frontera;12,60059002;72428,75468;86,47771116;1089,670184;6263472,927;5748,044702
2018;1;9988;Inglaterra;13;Inglaterra;2;Negocios/Profesionales;1;Aeropuertos;7,249372249;11790,70074;166,2353405;1205,101864;1960031,153;1626,444379
2018;1;9988;Inglaterra;13;Inglaterra;2;Negocios/Profesionales;2;Frontera;8,13324093;419,6609763;79,05403338;642,9655;33175,89283;51,59824723
2018;1;9988;Inglaterra;13;Inglaterra;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Inglaterra;13;Inglaterra;4;Visita Familiares/Amigos;1;Aeropuertos;22,55970737;59476,56959;49,6569335;1120,245889;2953424,061;2636,406962
2018;1;9988;Inglaterra;13;Inglaterra;4;Visita Familiares/Amigos;2;Frontera;18,44392342;5710,044721;36,54029769;673,9464522;208646,734;309,5894834
2018;1;9988;Inglaterra;13;Inglaterra;6;Estudios;1;Aeropuertos;19;532,8355641;27,6406308;525,1719852;14727,9111;28,04397706
2018;1;9988;Inglaterra;13;Inglaterra;7;Otro;1;Aeropuertos;5,094535891;2997,901077;102,4621005;521,9968484;307171,2415;588,4542069
2018;1;9988;Inglaterra;13;Inglaterra;7;Otro;2;Frontera;0;0;0;0;0;0
2018;1;9988;italia;14;italia;1;Vacaciones;1;Aeropuertos;16,7786425;84322,5146;87,7924872;1473,038757;7402883,284;5025,586223
2018;1;9988;italia;14;italia;1;Vacaciones;2;Frontera;14,74563855;72669,62607;56,34245542;830,8054828;4094385,167;4928,21154
2018;1;9988;italia;14;italia;2;Negocios/Profesionales;1;Aeropuertos;11,46930978;17492,83826;103,4461838;1186,456328;1809567,363;1525,186659
2018;1;9988;italia;14;italia;2;Negocios/Profesionales;2;Frontera;11,20423319;495,6627621;61,85070572;692,9897301;30657,09163;44,23888306
2018;1;9988;italia;14;italia;3;Congresos/Seminarios;1;Aeropuertos;6;708;61,58517745;369,5110647;43602,30563;118
2018;1;9988;italia;14;italia;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;italia;14;italia;4;Visita Familiares/Amigos;1;Aeropuertos;39,4729781;58674,59109;29,23925555;1154,160494;1715601,363;1486,449564
2018;1;9988;italia;14;italia;4;Visita Familiares/Amigos;2;Frontera;38,55811126;10234,60665;11,29151992;435,3796814;115564,2649;265,4332984
2018;1;9988;italia;14;italia;6;Estudios;1;Aeropuertos;76;12555,2;24,11786981;1832,958106;302804,6791;165,2
2018;1;9988;italia;14;italia;6;Estudios;2;Frontera;0;0;0;0;0;0
2018;1;9988;italia;14;italia;7;Otro;1;Aeropuertos;5;472;90,89255649;454,4627825;42901,28666;94,4
2018;1;9988;italia;14;italia;7;Otro;2;Frontera;0;0;0;0;0;0
2018;1;9988;Resto Europa;14;Resto Europa;1;Vacaciones;1;Aeropuertos;21,38329535;441360,2254;81,70174858;1747,052621;36059902,17;20640,42132
2018;1;9988;Resto Europa;14;Resto Europa;1;Vacaciones;2;Frontera;17,48484499;332143,4797;51,66088769;903,2826133;17158827;18996,07802
2018;1;9988;Resto Europa;14;Resto Europa;2;Negocios/Profesionales;1;Aeropuertos;16,21283145;55037,77016;103,9630502;1685,53541;5721894,463;3394,704394
2018;1;9988;Resto Europa;14;Resto Europa;2;Negocios/Profesionales;2;Frontera;12,84832499;2190,913695;67,09617894;862,0735126;147001,9373;170,5213479
2018;1;9988;Resto Europa;14;Resto Europa;3;Congresos/Seminarios;1;Aeropuertos;17,99788618;3144,565275;100,899121;1815,970896;317283,8722;174,7185888
2018;1;9988;Resto Europa;14;Resto Europa;3;Congresos/Seminarios;2;Frontera;0;0;0;0;0;0
2018;1;9988;Resto Europa;14;Resto Europa;4;Visita Familiares/Amigos;1;Aeropuertos;33,44876751;313402,371;36,93303687;1235,364564;11574901,32;9369,623887
